Latitude,Longitude,Income Level,Are gut feelings your go-to when making a big decision,Count
35.501858,-88.368317,"$30,000 - $39,999",Reliance on First Impressions,1
35.50233,-80.83912,"$10,000 - $19,999",Openness to Revised Impressions,1
35.503918,-90.944428,"$20,000 - $29,999",Reliance on First Impressions,1
35.510124,-78.245099,"$10,000 - $19,999",Reliance on First Impressions,1
35.510825,-86.450042,"Less than $10,000",Openness to Revised Impressions,1
35.511007,-97.578865,"$40,000 - $49,999",Openness to Revised Impressions,1
35.511412,-95.131499,"$20,000 - $29,999",Openness to Revised Impressions,1
35.511412,-95.131499,"Less than $10,000",Openness to Revised Impressions,1
35.51561,-98.96731,"$10,000 - $19,999",Openness to Revised Impressions,1
35.51561,-98.96731,"$20,000 - $29,999",Reliance on First Impressions,1
35.517456,-97.621769,Prefer not to say,Openness to Revised Impressions,1
35.518509,-97.427464,"$10,000 - $19,999",Reliance on First Impressions,1
35.518576,-97.505416,"$30,000 - $39,999",Reliance on First Impressions,1
35.518576,-97.505416,"$40,000 - $49,999",Openness to Revised Impressions,1
35.51867,-97.63226,"Less than $10,000",Openness to Revised Impressions,1
35.519268,-76.8892,"$60,000 - $69,999",Reliance on First Impressions,1
35.519496,-97.477422,"$50,000 - $59,999",Openness to Revised Impressions,1
35.519496,-97.477422,"$60,000 - $69,999",Reliance on First Impressions,1
35.519973,-81.627064,"$10,000 - $19,999",Reliance on First Impressions,1
35.521181,-105.981847,"$10,000 - $19,999",Openness to Revised Impressions,1
35.521181,-105.981847,"Less than $10,000",Reliance on First Impressions,1
35.521229,-81.418729,"$10,000 - $19,999",Openness to Revised Impressions,1
35.521423,-95.494952,"Less than $10,000",Reliance on First Impressions,1
35.52453,-103.264281,"$40,000 - $49,999",Openness to Revised Impressions,1
35.526918,-106.344467,"Less than $10,000",Openness to Revised Impressions,1
35.52891,-108.6548,"$30,000 - $39,999",Openness to Revised Impressions,1
35.52891,-108.6548,"Less than $10,000",Reliance on First Impressions,1
35.529188,-82.404704,"Less than $10,000",Reliance on First Impressions,1
35.529455,-88.533846,"$10,000 - $19,999",Openness to Revised Impressions,1
35.53067,-108.62311,"$30,000 - $39,999",Openness to Revised Impressions,1
35.53067,-108.62311,"$30,000 - $39,999",Reliance on First Impressions,1
35.53144,-102.25408,"Less than $10,000",Openness to Revised Impressions,1
35.531714,-77.283895,"$10,000 - $19,999",Openness to Revised Impressions,1
35.532257,-97.451938,"$20,000 - $29,999",Reliance on First Impressions,1
35.533384,-100.956013,"$10,000 - $19,999",Reliance on First Impressions,1
35.538228,-98.703175,"Less than $10,000",Reliance on First Impressions,2
35.541624,-89.63552,"$10,000 - $19,999",Openness to Revised Impressions,1
35.541801,-87.209525,"$10,000 - $19,999",Openness to Revised Impressions,1
35.541801,-87.209525,"$30,000 - $39,999",Openness to Revised Impressions,1
35.541801,-87.209525,"Less than $10,000",Openness to Revised Impressions,1
35.54544,-77.97471,"$10,000 - $19,999",Openness to Revised Impressions,1
35.54544,-77.97471,"$50,000 - $59,999",Openness to Revised Impressions,1
35.549856,-92.961624,Prefer not to say,Reliance on First Impressions,1
35.551409,-97.407537,"$10,000 - $19,999",Openness to Revised Impressions,3
35.551409,-97.407537,"$10,000 - $19,999",Reliance on First Impressions,1
35.551409,-97.407537,"$20,000 - $29,999",Reliance on First Impressions,1
35.551409,-97.407537,"Less than $10,000",Openness to Revised Impressions,3
35.551409,-97.407537,Prefer not to say,Reliance on First Impressions,1
35.55556,-95.65139,"Less than $10,000",Reliance on First Impressions,1
35.558349,-97.637519,Prefer not to say,Reliance on First Impressions,1
35.560141,-78.67394,"$20,000 - $29,999",Openness to Revised Impressions,1
35.560141,-78.67394,"Less than $10,000",Reliance on First Impressions,1
35.562753,-79.698691,Prefer not to say,Openness to Revised Impressions,1
35.56336,-106.77059,"$10,000 - $19,999",Openness to Revised Impressions,1
35.56336,-106.77059,"$20,000 - $29,999",Openness to Revised Impressions,1
35.563572,-78.244459,"$30,000 - $39,999",Reliance on First Impressions,1
35.56425,-90.71678,"$10,000 - $19,999",Openness to Revised Impressions,1
35.56425,-90.71678,"$40,000 - $49,999",Openness to Revised Impressions,1
35.56425,-90.71678,"Less than $10,000",Openness to Revised Impressions,1
35.566004,-97.459414,Prefer not to say,Reliance on First Impressions,1
35.569232,-101.172931,"$60,000 - $69,999",Reliance on First Impressions,1
35.570424,-88.862742,"Less than $10,000",Openness to Revised Impressions,1
35.571679,-97.416568,"$10,000 - $19,999",Openness to Revised Impressions,1
35.574633,-76.776212,"$10,000 - $19,999",Openness to Revised Impressions,2
35.57516,-77.27857,"$10,000 - $19,999",Openness to Revised Impressions,1
35.576231,-91.453861,"Less than $10,000",Openness to Revised Impressions,1
35.578137,-97.517674,Prefer not to say,Reliance on First Impressions,1
35.58037,-94.82106,"Less than $10,000",Reliance on First Impressions,1
35.580444,-77.392609,"Less than $10,000",Openness to Revised Impressions,1
35.587155,-97.568418,"Less than $10,000",Openness to Revised Impressions,1
35.5873,-91.75709,"Less than $10,000",Openness to Revised Impressions,1
35.587748,-120.954454,"$10,000 - $19,999",Openness to Revised Impressions,1
35.587748,-120.954454,Prefer not to say,Openness to Revised Impressions,1
35.58813,-88.53227,"$20,000 - $29,999",Reliance on First Impressions,1
35.590731,-78.360723,"$10,000 - $19,999",Openness to Revised Impressions,1
35.593098,-90.21404,"$10,000 - $19,999",Reliance on First Impressions,1
35.593098,-90.21404,"Less than $10,000",Reliance on First Impressions,1
35.59985,-91.475445,"$10,000 - $19,999",Reliance on First Impressions,1
35.60285,-85.91971,"$20,000 - $29,999",Reliance on First Impressions,1
35.607847,-92.022867,"$30,000 - $39,999",Openness to Revised Impressions,1
35.608354,-79.372362,"Less than $10,000",Reliance on First Impressions,1
35.609289,-77.713073,"$40,000 - $49,999",Openness to Revised Impressions,1
35.6126,-95.56442,"Less than $10,000",Openness to Revised Impressions,1
35.616257,-82.148319,"$70,000 - $79,999",Openness to Revised Impressions,1
35.618596,-82.30048,"Less than $10,000",Openness to Revised Impressions,1
35.618694,-80.402235,"Less than $10,000",Reliance on First Impressions,2
35.618694,-80.402235,Prefer not to say,Openness to Revised Impressions,1
35.620335,-82.528558,"$10,000 - $19,999",Reliance on First Impressions,1
35.620335,-82.528558,"$40,000 - $49,999",Openness to Revised Impressions,1
35.623508,-79.098782,"Less than $10,000",Openness to Revised Impressions,1
35.624291,-95.841592,"$10,000 - $19,999",Reliance on First Impressions,1
35.625075,-106.073414,"Less than $10,000",Openness to Revised Impressions,1
35.628076,-108.780364,"Less than $10,000",Reliance on First Impressions,1
35.629413,-87.068172,"$10,000 - $19,999",Openness to Revised Impressions,1
35.631621,-101.599447,"$10,000 - $19,999",Reliance on First Impressions,1
35.633418,-89.276381,"$20,000 - $29,999",Openness to Revised Impressions,1
35.634929,-97.098322,"Less than $10,000",Reliance on First Impressions,1
35.63516,-77.93304,"Less than $10,000",Openness to Revised Impressions,1
35.635225,-89.978877,"$20,000 - $29,999",Openness to Revised Impressions,1
35.63588,-101.96018,"$10,000 - $19,999",Openness to Revised Impressions,1
35.640617,-86.718225,Prefer not to say,Openness to Revised Impressions,1
35.641473,-82.315637,"$80,000 - $99,999",Reliance on First Impressions,1
35.642663,-91.857781,"$10,000 - $19,999",Openness to Revised Impressions,1
35.64309,-118.31017,"Less than $10,000",Reliance on First Impressions,1
35.643787,-86.183248,"$10,000 - $19,999",Openness to Revised Impressions,1
35.643787,-86.183248,"$20,000 - $29,999",Openness to Revised Impressions,1
35.647839,-82.564371,"$10,000 - $19,999",Openness to Revised Impressions,1
35.64809,-106.33753,"$50,000 - $59,999",Reliance on First Impressions,1
35.65226,-105.2764,"$20,000 - $29,999",Openness to Revised Impressions,1
35.65226,-105.2764,"Less than $10,000",Reliance on First Impressions,1
35.652446,-88.835682,"$20,000 - $29,999",Reliance on First Impressions,1
35.653019,-97.753948,"Less than $10,000",Reliance on First Impressions,1
35.65366,-99.919,"Less than $10,000",Reliance on First Impressions,1
35.65377,-77.77553,"$20,000 - $29,999",Openness to Revised Impressions,1
35.65377,-77.77553,"$30,000 - $39,999",Openness to Revised Impressions,1
35.65377,-77.77553,Prefer not to say,Openness to Revised Impressions,1
35.656638,-105.946155,"Less than $10,000",Openness to Revised Impressions,1
35.659259,-89.696162,"$20,000 - $29,999",Reliance on First Impressions,1
35.659259,-89.696162,"Less than $10,000",Reliance on First Impressions,1
35.660548,-80.283647,"Less than $10,000",Openness to Revised Impressions,1
35.663213,-101.575988,"$10,000 - $19,999",Reliance on First Impressions,1
35.663213,-101.575988,"Less than $10,000",Openness to Revised Impressions,1
35.667596,-109.07844,"Less than $10,000",Reliance on First Impressions,1
35.668987,-118.457002,"Less than $10,000",Reliance on First Impressions,1
35.670516,-95.306945,"$10,000 - $19,999",Reliance on First Impressions,1
35.67204,-118.24101,"$10,000 - $19,999",Openness to Revised Impressions,1
35.672506,-97.309856,"$100,000 - $119,999",Openness to Revised Impressions,1
35.67397,-90.3401,Prefer not to say,Openness to Revised Impressions,1
35.674777,-97.499681,"$20,000 - $29,999",Reliance on First Impressions,1
35.676537,-78.813444,"$10,000 - $19,999",Openness to Revised Impressions,1
35.677816,-85.434355,"$10,000 - $19,999",Openness to Revised Impressions,1
35.67801,-119.22927,"Less than $10,000",Openness to Revised Impressions,1
35.678835,-80.437427,"$50,000 - $59,999",Openness to Revised Impressions,1
35.682298,-83.751242,"$10,000 - $19,999",Openness to Revised Impressions,1
35.684978,-81.044672,Prefer not to say,Reliance on First Impressions,1
35.685842,-102.330294,"Less than $10,000",Reliance on First Impressions,1
35.689086,-78.675118,"$10,000 - $19,999",Reliance on First Impressions,1
35.693499,-84.819767,"$20,000 - $29,999",Reliance on First Impressions,1
35.694942,-89.966819,"$10,000 - $19,999",Reliance on First Impressions,1
35.694942,-89.966819,"$30,000 - $39,999",Openness to Revised Impressions,1
35.694942,-89.966819,"$40,000 - $49,999",Reliance on First Impressions,1
35.7005,-91.48084,"$10,000 - $19,999",Reliance on First Impressions,1
35.7005,-91.48084,"$40,000 - $49,999",Reliance on First Impressions,1
35.703414,-97.434052,"$10,000 - $19,999",Openness to Revised Impressions,1
35.708701,-118.405385,"$10,000 - $19,999",Openness to Revised Impressions,1
35.709676,-96.745384,"Less than $10,000",Reliance on First Impressions,1
35.71118,-89.08756,"$60,000 - $69,999",Reliance on First Impressions,1
35.712397,-78.915514,"$20,000 - $29,999",Reliance on First Impressions,1
35.712421,-91.778953,"Less than $10,000",Reliance on First Impressions,1
35.71402,-81.42203,"Less than $10,000",Openness to Revised Impressions,1
35.714279,-79.646945,"Less than $10,000",Openness to Revised Impressions,1
35.71528,-91.173296,"Less than $10,000",Openness to Revised Impressions,1
35.715972,-78.747741,"$10,000 - $19,999",Openness to Revised Impressions,1
35.723264,-77.925269,"Less than $10,000",Openness to Revised Impressions,1
35.724238,-88.780118,"Less than $10,000",Reliance on First Impressions,1
35.727975,-79.786966,"Less than $10,000",Openness to Revised Impressions,1
35.727975,-79.786966,"Less than $10,000",Reliance on First Impressions,1
35.729742,-78.773829,"$10,000 - $19,999",Openness to Revised Impressions,1
35.730213,-81.12693,"$20,000 - $29,999",Openness to Revised Impressions,1
35.732409,-91.42517,Prefer not to say,Openness to Revised Impressions,1
35.733677,-90.183815,"$20,000 - $29,999",Reliance on First Impressions,1
35.734617,-91.534303,"$10,000 - $19,999",Openness to Revised Impressions,1
35.734617,-91.534303,"Less than $10,000",Openness to Revised Impressions,1
35.73619,-91.67986,"Less than $10,000",Openness to Revised Impressions,2
35.740848,-81.209458,"Less than $10,000",Openness to Revised Impressions,1
35.7429,-78.564443,"Less than $10,000",Reliance on First Impressions,1
35.743919,-80.349473,"$10,000 - $19,999",Openness to Revised Impressions,1
35.743919,-80.349473,"Less than $10,000",Reliance on First Impressions,1
35.745239,-79.213195,"$20,000 - $29,999",Openness to Revised Impressions,1
35.74682,-109.0685,"Less than $10,000",Openness to Revised Impressions,1
35.75327,-120.69251,"$40,000 - $49,999",Openness to Revised Impressions,1
35.754464,-83.804833,"Less than $10,000",Openness to Revised Impressions,2
35.754464,-83.804833,"Less than $10,000",Reliance on First Impressions,1
35.75674,-92.52461,"$10,000 - $19,999",Openness to Revised Impressions,2
35.758667,-78.671089,"$10,000 - $19,999",Openness to Revised Impressions,1
35.758667,-78.671089,"Less than $10,000",Openness to Revised Impressions,1
35.762951,-86.372158,"$30,000 - $39,999",Openness to Revised Impressions,1
35.766806,-86.542707,"$20,000 - $29,999",Openness to Revised Impressions,1
35.766822,-88.683882,"$10,000 - $19,999",Openness to Revised Impressions,1
35.769827,-96.49192,"Less than $10,000",Openness to Revised Impressions,1
35.773632,-78.634457,"$10,000 - $19,999",Openness to Revised Impressions,1
35.77703,-96.26611,Prefer not to say,Openness to Revised Impressions,1
35.77761,-82.45485,"Less than $10,000",Reliance on First Impressions,1
35.78479,-89.11729,"$50,000 - $59,999",Openness to Revised Impressions,1
35.785766,-79.710068,"$20,000 - $29,999",Openness to Revised Impressions,1
35.786064,-93.083345,"$20,000 - $29,999",Openness to Revised Impressions,1
35.787056,-84.850664,"$10,000 - $19,999",Openness to Revised Impressions,1
35.787273,-77.856015,"Less than $10,000",Openness to Revised Impressions,1
35.787273,-77.856015,"Less than $10,000",Reliance on First Impressions,1
35.788286,-79.720556,"Less than $10,000",Reliance on First Impressions,1
35.789601,-78.652475,"$10,000 - $19,999",Openness to Revised Impressions,1
35.789601,-78.652475,"Less than $10,000",Openness to Revised Impressions,1
35.7906,-104.98167,"Less than $10,000",Reliance on First Impressions,1
35.79147,-92.29766,"$10,000 - $19,999",Reliance on First Impressions,1
35.793,-77.633263,"Less than $10,000",Reliance on First Impressions,1
35.79536,-94.49688,"Less than $10,000",Reliance on First Impressions,1
35.79583,-108.595495,"$60,000 - $69,999",Reliance on First Impressions,1
35.79652,-81.43065,"$40,000 - $49,999",Reliance on First Impressions,1
35.797692,-78.625265,"$10,000 - $19,999",Reliance on First Impressions,3
35.797692,-78.625265,"$20,000 - $29,999",Openness to Revised Impressions,2
35.797692,-78.625265,"$20,000 - $29,999",Reliance on First Impressions,1
35.797692,-78.625265,"Less than $10,000",Openness to Revised Impressions,2
35.797692,-78.625265,"Less than $10,000",Reliance on First Impressions,3
35.797692,-78.625265,Prefer not to say,Reliance on First Impressions,1
35.799053,-83.885212,Prefer not to say,Reliance on First Impressions,1
35.800198,-78.10562,"Less than $10,000",Reliance on First Impressions,1
35.802758,-79.879711,"$20,000 - $29,999",Reliance on First Impressions,1
35.80467,-118.68287,"$40,000 - $49,999",Openness to Revised Impressions,1
35.805046,-119.131527,"Less than $10,000",Reliance on First Impressions,1
35.808387,-78.839488,"$60,000 - $69,999",Openness to Revised Impressions,1
35.80895,-78.646238,"$10,000 - $19,999",Openness to Revised Impressions,1
35.80895,-78.646238,"Less than $10,000",Openness to Revised Impressions,1
35.81127,-76.89662,Prefer not to say,Openness to Revised Impressions,1
35.813114,-105.984455,"$10,000 - $19,999",Openness to Revised Impressions,1
35.81643,-104.92306,"$20,000 - $29,999",Reliance on First Impressions,1
35.81655,-77.31413,"Less than $10,000",Openness to Revised Impressions,1
35.816872,-89.944221,"Less than $10,000",Reliance on First Impressions,1
35.817452,-79.908483,Prefer not to say,Openness to Revised Impressions,1
35.817589,-93.590342,"$20,000 - $29,999",Openness to Revised Impressions,1
35.82166,-105.899105,"$30,000 - $39,999",Reliance on First Impressions,1
35.823791,-75.846714,"$10,000 - $19,999",Openness to Revised Impressions,1
35.82564,-93.83658,"Less than $10,000",Openness to Revised Impressions,1
35.8257,-110.50065,"$40,000 - $49,999",Openness to Revised Impressions,1
35.82699,-99.79956,"$10,000 - $19,999",Openness to Revised Impressions,1
35.82812,-86.17471,"$20,000 - $29,999",Openness to Revised Impressions,1
35.830541,-90.703915,"$20,000 - $29,999",Reliance on First Impressions,1
35.831037,-81.00762,"Less than $10,000",Openness to Revised Impressions,1
35.83488,-77.17357,"Less than $10,000",Reliance on First Impressions,1
35.835606,-96.303922,"$10,000 - $19,999",Reliance on First Impressions,1
35.835606,-96.303922,"Less than $10,000",Reliance on First Impressions,1
35.837913,-89.227284,"$10,000 - $19,999",Openness to Revised Impressions,1
35.839769,-83.203929,"$20,000 - $29,999",Reliance on First Impressions,1
35.839769,-83.203929,"$30,000 - $39,999",Reliance on First Impressions,1
35.843277,-84.656532,"Less than $10,000",Reliance on First Impressions,1
35.843546,-91.36155,"$10,000 - $19,999",Openness to Revised Impressions,1
35.84837,-104.06747,"$10,000 - $19,999",Reliance on First Impressions,1
35.849059,-85.12896,"$40,000 - $49,999",Reliance on First Impressions,1
35.854539,-80.124764,Prefer not to say,Reliance on First Impressions,1
35.86053,-83.711272,"$20,000 - $29,999",Reliance on First Impressions,1
35.862175,-75.643747,"$10,000 - $19,999",Openness to Revised Impressions,1
35.863996,-90.94278,"$20,000 - $29,999",Reliance on First Impressions,1
35.865019,-83.481101,"Less than $10,000",Reliance on First Impressions,1
35.86952,-78.705465,"Less than $10,000",Openness to Revised Impressions,1
35.87032,-98.19784,"Less than $10,000",Reliance on First Impressions,1
35.871767,-80.31018,"Less than $10,000",Reliance on First Impressions,1
35.87285,-91.75403,"$10,000 - $19,999",Reliance on First Impressions,1
35.87285,-91.75403,"$20,000 - $29,999",Openness to Revised Impressions,1
35.874553,-86.907565,"$70,000 - $79,999",Reliance on First Impressions,1
35.877706,-87.642386,"$10,000 - $19,999",Openness to Revised Impressions,1
35.877706,-87.642386,"$20,000 - $29,999",Openness to Revised Impressions,1
35.87794,-76.61522,"Less than $10,000",Reliance on First Impressions,1
35.87922,-78.355582,"$10,000 - $19,999",Reliance on First Impressions,1
35.879456,-82.516228,"Less than $10,000",Openness to Revised Impressions,1
35.880902,-83.556134,"$30,000 - $39,999",Reliance on First Impressions,1
35.88224,-78.413371,"$10,000 - $19,999",Reliance on First Impressions,1
35.882943,-80.275963,"$20,000 - $29,999",Reliance on First Impressions,1
35.882943,-80.275963,"$30,000 - $39,999",Reliance on First Impressions,1
35.885115,-79.567545,"$30,000 - $39,999",Openness to Revised Impressions,1
35.887334,-92.32953,"$20,000 - $29,999",Reliance on First Impressions,1
35.889588,-96.088684,"$40,000 - $49,999",Reliance on First Impressions,1
35.893597,-106.007499,"$30,000 - $39,999",Reliance on First Impressions,1
35.894056,-78.751408,"$10,000 - $19,999",Openness to Revised Impressions,1
35.89433,-119.04557,"$10,000 - $19,999",Reliance on First Impressions,1
35.89433,-119.04557,"Less than $10,000",Openness to Revised Impressions,1
35.894539,-115.331936,"$50,000 - $59,999",Reliance on First Impressions,1
35.8979,-77.7935,"$20,000 - $29,999",Openness to Revised Impressions,1
35.8979,-77.7935,"Less than $10,000",Reliance on First Impressions,1
35.898505,-78.63549,"$30,000 - $39,999",Openness to Revised Impressions,1
35.90007,-90.58205,"$20,000 - $29,999",Openness to Revised Impressions,1
35.90241,-109.03212,"$10,000 - $19,999",Reliance on First Impressions,1
35.902592,-89.903372,"$20,000 - $29,999",Reliance on First Impressions,1
35.902592,-89.903372,"$40,000 - $49,999",Openness to Revised Impressions,1
35.90374,-81.09064,"$10,000 - $19,999",Reliance on First Impressions,1
35.905477,-79.090077,"$10,000 - $19,999",Reliance on First Impressions,1
35.909972,-90.347446,"$10,000 - $19,999",Openness to Revised Impressions,1
35.91893,-103.15383,"$20,000 - $29,999",Reliance on First Impressions,1
35.919953,-84.516642,"$20,000 - $29,999",Reliance on First Impressions,1
35.9216,-101.92026,"$10,000 - $19,999",Reliance on First Impressions,1
35.92321,-78.4575,"Less than $10,000",Openness to Revised Impressions,1
35.923959,-87.810501,"$10,000 - $19,999",Reliance on First Impressions,1
35.92425,-94.18854,"$10,000 - $19,999",Openness to Revised Impressions,1
35.92425,-94.18854,"$30,000 - $39,999",Reliance on First Impressions,1
35.924868,-93.232298,"$10,000 - $19,999",Openness to Revised Impressions,1
35.925201,-86.675349,"$10,000 - $19,999",Reliance on First Impressions,1
35.927901,-114.972061,"$10,000 - $19,999",Openness to Revised Impressions,2
35.927901,-114.972061,"$20,000 - $29,999",Reliance on First Impressions,1
35.927901,-114.972061,"$30,000 - $39,999",Openness to Revised Impressions,2
35.927901,-114.972061,"$40,000 - $49,999",Openness to Revised Impressions,1
35.927901,-114.972061,"$80,000 - $99,999",Reliance on First Impressions,1
35.927901,-114.972061,"Less than $10,000",Openness to Revised Impressions,1
35.927901,-114.972061,"Less than $10,000",Reliance on First Impressions,1
35.928437,-77.581631,"$30,000 - $39,999",Reliance on First Impressions,1
35.928437,-77.581631,"$50,000 - $59,999",Reliance on First Impressions,1
35.931606,-115.14329,"$50,000 - $59,999",Openness to Revised Impressions,1
35.935134,-83.750258,"$30,000 - $39,999",Openness to Revised Impressions,1
35.936886,-86.291678,"Less than $10,000",Openness to Revised Impressions,1
35.936886,-86.291678,"Less than $10,000",Reliance on First Impressions,1
35.937564,-81.539847,Prefer not to say,Openness to Revised Impressions,1
35.938084,-81.972993,"Less than $10,000",Openness to Revised Impressions,1
35.941924,-97.25565,"$60,000 - $69,999",Openness to Revised Impressions,1
35.941924,-97.25565,"Less than $10,000",Reliance on First Impressions,1
35.943419,-95.415011,"Less than $10,000",Reliance on First Impressions,1
35.943419,-95.415011,Prefer not to say,Openness to Revised Impressions,1
35.944822,-84.010109,"$10,000 - $19,999",Reliance on First Impressions,1
35.945873,-79.317167,"$10,000 - $19,999",Openness to Revised Impressions,1
35.947688,-83.106554,"$30,000 - $39,999",Openness to Revised Impressions,1
35.948245,-96.071685,"Less than $10,000",Reliance on First Impressions,1
35.949963,-121.062554,"Less than $10,000",Openness to Revised Impressions,1
35.950214,-97.291688,"$10,000 - $19,999",Openness to Revised Impressions,1
35.950913,-79.765959,"Less than $10,000",Reliance on First Impressions,1
35.952723,-83.934197,"$100,000 - $119,999",Reliance on First Impressions,1
35.955786,-80.013043,"$40,000 - $49,999",Reliance on First Impressions,1
35.95757,-92.21849,"$20,000 - $29,999",Openness to Revised Impressions,1
35.96099,-78.25361,"Less than $10,000",Openness to Revised Impressions,1
35.962348,-85.051431,Prefer not to say,Reliance on First Impressions,1
35.963643,-83.92061,"$10,000 - $19,999",Reliance on First Impressions,1
35.970813,-83.900432,"$20,000 - $29,999",Reliance on First Impressions,1
35.973108,-78.450754,"$10,000 - $19,999",Reliance on First Impressions,1
35.973777,-118.703592,"Less than $10,000",Reliance on First Impressions,1
35.977031,-97.628098,Prefer not to say,Reliance on First Impressions,1
35.977703,-116.270561,"Less than $10,000",Openness to Revised Impressions,1
35.97865,-105.20918,"Less than $10,000",Openness to Revised Impressions,1
35.981795,-85.198328,"$10,000 - $19,999",Reliance on First Impressions,1
35.982319,-97.912342,"$10,000 - $19,999",Reliance on First Impressions,1
35.982551,-120.828342,"$20,000 - $29,999",Openness to Revised Impressions,1
35.982551,-120.828342,"Less than $10,000",Reliance on First Impressions,2
35.983366,-83.784109,"Less than $10,000",Reliance on First Impressions,2
35.98729,-88.5745,"$10,000 - $19,999",Openness to Revised Impressions,1
35.988457,-85.012389,"$10,000 - $19,999",Openness to Revised Impressions,1
35.990142,-83.96218,"$10,000 - $19,999",Openness to Revised Impressions,1
35.990142,-83.96218,"$10,000 - $19,999",Reliance on First Impressions,1
35.990142,-83.96218,"Less than $10,000",Openness to Revised Impressions,2
35.993095,-106.035116,"$10,000 - $19,999",Openness to Revised Impressions,1
35.993095,-106.035116,"Less than $10,000",Openness to Revised Impressions,1
35.99403,-94.219977,"$30,000 - $39,999",Openness to Revised Impressions,1
35.998447,-83.910527,"$20,000 - $29,999",Reliance on First Impressions,1
36.00036,-115.363878,"$10,000 - $19,999",Openness to Revised Impressions,1
36.003883,-95.266587,"$80,000 - $99,999",Reliance on First Impressions,1
36.00484,-82.25068,"Less than $10,000",Openness to Revised Impressions,1
36.00507,-92.40433,"$10,000 - $19,999",Reliance on First Impressions,1
36.005808,-93.187651,"$10,000 - $19,999",Reliance on First Impressions,1
36.006705,-77.707389,"Less than $10,000",Reliance on First Impressions,1
36.007478,-105.382548,"$10,000 - $19,999",Openness to Revised Impressions,1
36.007549,-83.984876,"$10,000 - $19,999",Reliance on First Impressions,1
36.007549,-83.984876,"$30,000 - $39,999",Reliance on First Impressions,1
36.009882,-84.866567,"$10,000 - $19,999",Openness to Revised Impressions,1
36.011339,-115.101508,"$10,000 - $19,999",Reliance on First Impressions,1
36.011339,-115.101508,"$20,000 - $29,999",Openness to Revised Impressions,1
36.014193,-87.938738,"Less than $10,000",Reliance on First Impressions,1
36.015239,-91.229356,"$20,000 - $29,999",Reliance on First Impressions,1
36.01784,-96.90558,"$20,000 - $29,999",Reliance on First Impressions,1
36.019381,-84.243175,"$10,000 - $19,999",Openness to Revised Impressions,1
36.019939,-99.287978,"Less than $10,000",Reliance on First Impressions,1
36.021516,-81.899121,"$10,000 - $19,999",Openness to Revised Impressions,1
36.02153,-80.382,"Less than $10,000",Reliance on First Impressions,1
36.02179,-81.92956,"$10,000 - $19,999",Reliance on First Impressions,1
36.023406,-83.054705,"$10,000 - $19,999",Openness to Revised Impressions,1
36.025937,-78.978858,"$10,000 - $19,999",Openness to Revised Impressions,1
36.027482,-80.20728,"$20,000 - $29,999",Reliance on First Impressions,1
36.027482,-80.20728,"Less than $10,000",Reliance on First Impressions,1
36.027482,-80.20728,Prefer not to say,Openness to Revised Impressions,1
36.027895,-83.803298,"$20,000 - $29,999",Openness to Revised Impressions,1
36.028685,-78.92398,"$20,000 - $29,999",Openness to Revised Impressions,1
36.03007,-92.80461,"$30,000 - $39,999",Reliance on First Impressions,1
36.03007,-92.80461,"Less than $10,000",Reliance on First Impressions,1
36.03007,-92.80461,Prefer not to say,Openness to Revised Impressions,1
36.03468,-115.211674,"Less than $10,000",Reliance on First Impressions,1
36.035208,-115.148777,"Less than $10,000",Openness to Revised Impressions,1
36.036069,-89.438461,"$20,000 - $29,999",Openness to Revised Impressions,1
36.036566,-115.080923,"Less than $10,000",Openness to Revised Impressions,1
36.03812,-88.24449,"$40,000 - $49,999",Openness to Revised Impressions,1
36.03812,-88.24449,"Less than $10,000",Reliance on First Impressions,1
36.038317,-82.205783,"Less than $10,000",Openness to Revised Impressions,1
36.0396,-115.41242,"$10,000 - $19,999",Openness to Revised Impressions,1
36.0396,-115.41242,"Less than $10,000",Reliance on First Impressions,1
36.04202,-94.24715,"$20,000 - $29,999",Openness to Revised Impressions,1
36.044377,-105.812856,"$20,000 - $29,999",Reliance on First Impressions,1
36.046345,-91.455012,"$10,000 - $19,999",Openness to Revised Impressions,1
36.049427,-84.440586,"$70,000 - $79,999",Openness to Revised Impressions,1
36.050395,-91.021301,"$40,000 - $49,999",Openness to Revised Impressions,1
36.051397,-95.805771,"$40,000 - $49,999",Reliance on First Impressions,1
36.05251,-79.107692,"$10,000 - $19,999",Reliance on First Impressions,1
36.052985,-90.077133,"$10,000 - $19,999",Reliance on First Impressions,1
36.052985,-90.077133,"Less than $10,000",Reliance on First Impressions,1
36.053498,-95.920371,"$20,000 - $29,999",Openness to Revised Impressions,1
36.055628,-95.680816,Prefer not to say,Reliance on First Impressions,1
36.057402,-88.804199,"$50,000 - $59,999",Openness to Revised Impressions,1
36.057402,-88.804199,"$50,000 - $59,999",Reliance on First Impressions,1
36.061133,-115.2635,"Less than $10,000",Openness to Revised Impressions,1
36.061711,-115.058058,Prefer not to say,Openness to Revised Impressions,1
36.061757,-91.607603,"$10,000 - $19,999",Openness to Revised Impressions,1
36.061757,-91.607603,"Less than $10,000",Reliance on First Impressions,1
36.063529,-91.907947,"$40,000 - $49,999",Openness to Revised Impressions,1
36.06461,-75.70573,"$10,000 - $19,999",Reliance on First Impressions,1
36.065053,-81.901715,"$30,000 - $39,999",Reliance on First Impressions,1
